"","StudyID","ID1","ID2","Midtest","Posttest","Condition","CognitiveSupports","AffectiveECD","AffectivePOT","Progress","Duration (in seconds)","Finished","RecordedDate","Age","Sex","American Indian or Alaska Native","Asian","Black or African American","Hispanic","Native Hawaiian or Pacific Islander","White","Other (enter)","Prefer not to say","Other_TEXT","Gaming","Physics","A-NQ1","A-NQ2","A-NQ3","A-NQ4","A-NQ5","A-NQ6","A-NQ7","A-NQ8","A-NQ9","A-NQ10","A-NQ11","A-NQ12","A-NQ13","A-NQ14","A-FQ1","A-FQ2","A-FQ3","A-FQ4","A-FQ5","A-FQ6","A-FQ7","A-FQ8","A-FQ9","A-FQ10","A-FQ11","A-FQ12","A-FQ13","A-FQ14","SC0","Gender","Ethnicity","A-NQ1_scored","A-NQ2_scored","A-NQ3_scored","A-NQ4_scored","A-NQ5_scored","A-NQ6_scored","A-NQ7_scored","A-NQ8_scored","A-NQ9_scored","A-NQ10_scored","A-NQ11_scored","A-NQ12_scored","A-NQ13_scored","A-NQ14_scored","A-FQ1_scored","A-FQ2_scored","A-FQ3_scored","A-FQ4_scored","A-FQ5_scored","A-FQ6_scored","A-FQ7_scored","A-FQ8_scored","A-FQ9_scored","A-FQ10_scored","A-FQ11_scored","A-FQ12_scored","A-FQ13_scored","A-FQ14_scored","NearECT","FarECT","NearPOT","FarPOT","Near","Far","ECT","POT","PhysicsScore","Progress.ect","Duration (in seconds).ect","Finished.ect","RecordedDate.ect","IMI_1","IMI_2","IMI_3","IMI_4","IMI_5","IMI_6","IMI_7","IMI_8","IMI_9","IMI_10","IMI_11","IMI_12","IMI_13","IMI_14","IMI_15","IMI_16","IMI_17","IMI_18","A-NQ1.ect","A-NQ2.ect","A-NQ3.ect","A-NQ4.ect","A-NQ5.ect","A-NQ6.ect","A-NQ7.ect","A-NQ8.ect","A-NQ12.ect","A-NQ13.ect","A-NQ14.ect","A-FQ1.ect","A-FQ2.ect","A-FQ3.ect","A-FQ4.ect","A-FQ5.ect","A-FQ6.ect","A-FQ7.ect","A-FQ8.ect","Q90","Q74","PA1","PA2","PA3","PA4","PA5","PA6","PA7","SC0.ect","A-NQ1_scored.ect","A-NQ2_scored.ect","A-NQ3_scored.ect","A-NQ4_scored.ect","A-NQ5_scored.ect","A-NQ6_scored.ect","A-NQ7_scored.ect","A-NQ8_scored.ect","A-NQ12_scored.ect","A-NQ13_scored.ect","A-NQ14_scored.ect","A-FQ1_scored.ect","A-FQ2_scored.ect","A-FQ3_scored.ect","A-FQ4_scored.ect","A-FQ5_scored.ect","A-FQ6_scored.ect","A-FQ7_scored.ect","A-FQ8_scored.ect","NearECTpost","FarECTpost","ECTpost","IMI","IMI_Enj","IMI_Eng","IMI_PC","IMI_Effort","IMI_Frust","IMI_Value","PA","Progress.pot","Duration (in seconds).pot","Finished.pot","RecordedDate.pot","IMI_1.pot","IMI_2.pot","IMI_3.pot","IMI_4.pot","IMI_5.pot","IMI_6.pot","IMI_7.pot","IMI_8.pot","IMI_9.pot","IMI_10.pot","IMI_11.pot","IMI_12.pot","IMI_13.pot","IMI_14.pot","IMI_15.pot","IMI_16.pot","IMI_17.pot","IMI_18.pot","A-NQ9.pot","A-NQ10.pot","A-NQ11.pot","A-NQ12.pot","A-NQ13.pot","A-NQ14.pot","A-FQ9.pot","A-FQ10.pot","A-FQ11.pot","A-FQ12.pot","A-FQ13.pot","A-FQ14.pot","Q90.pot","Q74.pot","PA1.pot","PA2.pot","PA3.pot","PA4.pot","PA5.pot","PA6.pot","PA7.pot","SC0.pot","A-NQ9_scored.pot","A-NQ10_scored.pot","A-NQ11_scored.pot","A-NQ12_scored.pot","A-NQ13_scored.pot","A-NQ14_scored.pot","A-FQ9_scored.pot","A-FQ10_scored.pot","A-FQ11_scored.pot","A-FQ12_scored.pot","A-FQ13_scored.pot","A-FQ14_scored.pot","NearPOTpost","FarPOTpost","POTpost","IMI.pot","IMI_Enj.pot","IMI_Eng.pot","IMI_PC.pot","IMI_Effort.pot","IMI_Frust.pot","IMI_Value.pot","PA.pot"
"11","F0134","358fd1","358fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1271,1,2022-11-28 14:29:44,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","D","B","C","B","D","C","B","A","B","B","B","B","A","C","A","D","B","B","A","B","B","B","A","D","C","A",18,"Male","White",1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,3,5,4,4,7,9,8,8,16,100,536,1,2022-11-30 14:42:59,4,4,4,6,4,5,6,6,7,1,2,2,2,4,7,4,4,4,"A","B","D","A","C","B","B","A","B","B","B","A","D","C","D","B","B","C","B","F0134",4,3,3,3,3,2,2,4,14,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,6,5,11,76,8,14,24,7,15,8,20,100,674,1,2022-12-02 14:42:04,5,5,5,4,4,6,7,7,6,1,2,1,4,6,7,4,3,5,"B","C",NA,"B","B","B","B","B","A","D","C","A","F0134",4,3,2,2,4,4,2,4,9,1,1,0,1,0,1,1,1,1,0,1,0,5,2,7,82,10,13,26,8,17,8,21
"12","F0156","331fd1","331fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,986,1,2022-11-28 14:25:07,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","No","A","A","D","D","C","D","C","A","B","A","D","B","D","B","B","C","B","C","B","D","C","B","D","B","D","B","C","D",11,"Male","White",1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,3,3,6,5,5,6,11,100,603,1,2022-11-30 14:44:13,4,4,4,4,4,4,4,7,4,3,1,NA,3,5,4,5,5,2,"A","A","B","A","C","A","B","C","B","B","D","A","C","C","C","B","B","B","C","F0156",4,2,3,2,1,2,3,2,12,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,5,4,9,67,8,12,19,7,14,7,15,100,459,1,2022-12-02 14:38:25,3,4,3,3,4,3,3,5,4,4,3,5,4,4,4,4,3,3,"C","C","A","B","A","A","C","A","A","B","C","A","F0156",5,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,1,1,0,0,0,1,1,1,0,1,2,3,66,7,10,15,16,12,6,0
"13","C0167","140cd1","140cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1177,1,2022-11-28 14:28:09,14,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a week","Yes","A","A","D","A","C","B","B","A","B","C","D","B","B","B","A","C","C","D","B","A","C","B","B","B","A","C","C","B",21,"Male","White",1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,5,4,4,5,9,9,9,9,18,100,620,1,2022-11-30 14:44:52,6,6,5,6,5,6,6,6,6,5,5,7,5,4,5,5,6,6,"A","A","B","A","C","A","B","A","B","B","D","A","C","C","B","B","A","A","B","C0167",4,2,2,2,3,2,1,4,15,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,6,6,12,100,12,16,24,22,14,12,16,100,425,1,2022-12-02 14:37:53,5,6,6,6,6,4,4,5,4,6,7,6,7,2,3,3,5,6,"B","C",NA,"B","B","B","B","B","A","C","C","B","C0167",4,4,4,2,3,3,3,4,11,1,1,0,1,0,1,1,1,1,0,1,1,5,3,8,91,11,18,17,26,8,11,23
"14","C0178","172cd1","172cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1007,1,2022-11-28 14:27:16,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","B","A","C","A","B","A","B","B","B","B","A","B","A","C","C","D","B","B","A","B","A","B","B","B","C","B",21,"Female","White",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,7,6,5,4,12,10,13,9,22,100,386,1,2022-11-30 14:41:14,5,5,6,6,4,4,4,5,6,5,6,4,6,4,5,5,3,3,"B","B","A","A","C","A","A","A","B","B","B","A","C","C","D","B","B","C","B","c0178",4,3,4,4,4,3,2,5,13,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,4,5,9,86,10,16,19,21,14,6,25,100,308,1,2022-12-02 14:36:42,4,4,5,6,4,4,4,4,6,5,6,4,6,3,6,3,3,4,"B","C",NA,"B","B","B","C","B","A","B","C","B","C0178",4,4,4,3,4,3,3,5,10,1,1,0,1,0,1,0,1,1,1,1,1,3,4,7,81,8,15,18,21,12,7,26
"15","A0189","059ad1","059ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1086,1,2022-11-28 13:33:47,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","B","A","C","C","B","A","B","C","B","B","A","B","A","D","C","D","B","A","B","B","C","B","C","C","C","B",21,"Male","White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,8,4,6,3,14,7,12,9,21,100,585,1,2022-11-30 13:43:40,4,6,4,6,4,3,4,2,4,4,5,5,4,4,5,4,6,4,"A","B","B","A","A","B","B","A","B","A","D","A","C","B","D","B","A","C","B","A0189",4,2,1,1,2,1,2,4,11,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,6,3,9,78,10,14,13,18,13,10,13,100,427,1,2022-12-02 13:41:30,3,4,4,7,4,4,4,6,4,7,7,4,4,1,6,1,4,4,"B","C",NA,"B","A","D","C","A","A","C","C","B","A0189",4,2,2,1,2,2,3,4,8,1,1,0,1,1,0,0,0,1,0,1,1,3,3,6,78,7,15,18,22,8,8,16
"16","B0190","111bd1","111bd2","POT","ECT","B",TRUE,TRUE,FALSE,100,850,1,2022-11-28 13:32:13,13,"Male",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","Yes","B","A","B","B","C","B","B","C","B","C","A","B","B","B","A","C","C","D","B","B","A","B","C","B","B","B","C","B",18,"Male","Mixed",0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,3,6,4,4,7,10,9,8,17,100,648,1,2022-12-02 13:47:25,7,7,7,7,5,5,5,6,6,6,4,6,7,4,NA,2,2,6,"A","B","B","A","C","B","B","C","B","B","B","A","C","C","A","B","B","A","B","B0190",4,2,3,2,2,3,1,4,16,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,6,6,12,92,14,19,22,23,6,8,17,100,438,1,2022-11-30 13:41:22,4,7,7,7,6,4,4,4,5,6,6,5,6,2,7,4,6,5,"B","C","A","B","B","B","B","A","A","B","C","B","B0190",4,2,1,2,2,1,3,3,9,1,1,0,1,0,1,1,0,1,1,1,1,4,3,7,95,11,20,17,23,13,11,14
"17","A0202","018ad1","018ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1196,1,2022-11-28 13:36:37,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","B","A","C","C","B","A","B","C","B","B","B","B","B","D","A","D","B","C","B","B","C","B","A","C","C","B",21,"Female","White",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,8,2,5,4,13,6,10,9,19,100,514,1,2022-11-30 13:42:52,1,1,1,1,1,2,2,2,3,2,4,3,5,1,3,2,1,1,"A","B","B","A","C","B","B","A","C","B","B","B","C","C","C","B","A","A","B","A0202",4,5,4,4,3,3,3,5,14,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,7,4,11,36,2,3,9,14,6,2,27,100,371,1,2022-12-02 13:42:11,3,4,4,5,2,6,4,5,6,4,6,5,6,3,4,4,3,2,"B","C",NA,"B","B","B","B","B","A","C","C","B","A0202",4,3,5,5,1,4,2,5,12,1,1,0,1,0,1,1,1,1,0,1,1,2,3,5,76,7,11,21,21,11,5,25
"18","D0213","226dd1","226dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,973,1,2022-11-28 13:33:33,13,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","B","A","C","B","B","A","B","C","B","B","B","D","A","C","A","B","B","B","A","B","B","B","B","A","C","A",22,"Male","White",1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,7,6,4,3,11,9,13,7,20,100,418,1,2022-12-02 13:42:09,7,6,7,7,5,6,7,7,7,6,5,5,5,6,6,6,6,6,"A","B","B","A","C","B","B","A","B","B","B","A","C","C","C","B","B","A","B","D0213",4,4,2,2,2,2,0,3,17,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,7,6,13,110,13,19,27,21,18,12,15,100,437,1,2022-11-30 13:41:13,6,7,7,7,6,6,5,6,7,7,7,4,5,2,5,6,5,6,"B","C",NA,"B","B","B","B","B","A","A","C","A","D0213",4,4,2,2,1,1,1,3,10,1,1,0,1,0,1,1,1,1,0,1,0,3,4,7,104,13,20,24,23,13,11,14
"19","E0224","284ed1","284ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,564,1,2022-11-28 13:26:51,13,"Male",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","C","B","B","A","A","B","D","A","B","A","B","A","B","B","D","C","B","B","B","A","B","B","B","B","C","C","C","A",16,"Male","Asian",0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,4,3,3,3,7,6,7,6,13,100,343,1,2022-12-02 13:39:56,6,6,7,6,6,4,6,6,6,6,7,7,6,2,3,4,5,5,"A","B","C","A","C","D","B","A","B","B","B","B","C","B","B","B","B","B","B","E0224",5,NA,NA,NA,NA,NA,NA,NA,14,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,6,4,10,98,12,19,22,26,9,10,0,100,319,1,2022-11-30 13:39:38,4,5,7,6,5,6,2,4,7,7,6,7,7,2,4,3,7,6,"B","B",NA,"B","B","D","B","B","A","B","C","A","E0224",5,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,1,0,0,1,1,1,1,1,0,4,2,6,95,9,18,19,27,9,13,0
"20","F0235","344fd1","344fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,1159,1,2022-11-28 13:36:02,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","C","A","C","A","B","A","B","C","B","B","B","B","A","C","C","C","B","B","A","B","B","B","A","B","C","B",24,"Female","White",1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,6,6,5,6,11,12,12,11,23,100,556,1,2022-11-30 13:42:58,5,5,6,6,5,4,3,4,5,3,4,4,6,3,5,5,5,4,"A","B","B","A","C","A","B","A","B","B","B","A","C","B","C","B","D","A","B","Fo235",5,NA,NA,NA,NA,NA,NA,NA,15,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,7,4,11,82,10,17,16,17,13,9,0,100,297,1,2022-12-02 13:40:58,6,5,5,5,5,5,4,3,5,4,3,3,4,3,5,4,5,4,"B","C",NA,"B","B","B","B","B","A","C","C","B","F0235",5,NA,NA,NA,NA,NA,NA,NA,12,1,1,0,1,0,1,1,1,1,0,1,1,3,4,7,78,11,15,17,14,12,9,0
"21","A0246","053ad1","053ad2","ECT","POT","A",TRUE,FALSE,TRUE,100,1031,1,2022-11-28 14:26:19,13,"Male",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","C","A","B","C","B","A","C","D","B","B","C","B","A","C","B","D","A","A","D","B","A","B","A","B","C","A",15,"Male","Mixed",1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,6,2,3,4,9,6,8,7,15,100,637,1,2022-11-30 14:44:52,6,5,6,6,5,4,6,6,5,5,6,5,6,3,5,4,4,6,"A","B","B","A","C","A","D","A","B","A","D","A","C","C","B","B","C","C","A","A0246",4,1,1,1,1,2,1,1,12,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,6,4,10,93,11,17,21,22,12,10,8,100,543,1,2022-12-02 14:39:38,5,5,6,6,5,6,5,5,6,5,6,5,6,3,6,5,5,7,"B","C",NA,"B","A","B","A","B","B","A","A","B","A0246",4,1,1,1,1,1,1,1,6,1,1,0,1,1,1,0,1,0,0,0,1,2,0,2,97,10,17,22,22,14,12,7
"22","C0268","199cd1","199cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,633,1,2022-11-28 17:38:01,13,"Female",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","C","D","C","A","B","B","A","B","A","C","C","C","B","D","C","B","C","B","B","C","B","B","B","D","A","B","A",11,"Female","Asian",1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3,3,2,2,5,5,6,4,10,100,393,1,2022-11-30 18:03:03,5,7,7,6,5,5,4,4,4,7,6,6,5,1,1,3,5,7,"A","B","B","D","C","B","B","C","B","B","B","B","B","B","A","A","A","C","C","C0268",4,2,2,1,0,2,3,3,8,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,5,1,6,88,12,18,17,24,5,12,13,100,281,1,2022-12-02 17:54:49,6,7,4,5,7,5,4,6,5,7,6,7,5,1,1,1,7,7,"B","C",NA,"B","B","B","B","D","C","A","C","A","C0268",4,3,2,1,1,2,2,2,7,1,1,0,1,0,1,1,0,0,0,1,0,4,1,5,91,13,16,20,25,3,14,13
"23","E0279","295ed1","295ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,622,1,2022-11-28 17:37:53,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","C","B","A","C","A","B","C","C","B","A","B","D","B","A","C","B","B","B","A","C","B","C","D","B","D","A","A",12,"Female","White",1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,5,4,2,0,7,4,9,2,11,100,222,1,2022-12-02 17:53:51,7,7,7,7,7,5,5,4,4,7,7,7,7,3,6,4,5,7,"B","D","D","D","B","C","C","B","B","D","B","C","A","A","C","D","A","C","B",NA,4,1,1,1,3,0,0,3,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,106,14,21,18,28,13,12,9,100,267,1,2022-11-30 18:00:16,7,7,7,6,7,6,4,4,3,5,7,7,7,4,5,4,7,6,"C","B",NA,"D","D","C","C","D","B","C","A","D","E0279",4,1,2,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,103,14,20,17,26,13,13,11
"24","E0280","322ed1","322ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,1732,1,2022-11-28 17:56:25,13,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3-4 times a week","No","A","B","A","D","C","A","B","A","B","C","B","B","B","B","B","C","B","D","B","B","A","B","A","A","A","B","C","B",19,"Female","White",1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,5,4,5,4,10,8,9,9,18,100,689,1,2022-12-02 18:01:34,5,5,5,6,6,4,2,5,4,5,6,6,6,3,5,2,4,6,"A","B","B","A","C","A","B","A","B","B","B","B","C","C","D","B","B","A","B","E0280",5,NA,NA,NA,NA,NA,NA,NA,16,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,7,5,12,85,10,17,15,23,10,10,0,100,603,1,2022-11-30 18:07:32,7,6,6,6,5,1,2,5,1,5,6,5,6,1,3,3,4,5,"B","C",NA,"B","B","B","B","B","A","B","C","B","E0280",4,2,1,5,3,4,3,5,11,1,1,0,1,0,1,1,1,1,1,1,1,2,3,5,77,13,17,9,22,7,9,23
"25","D0314","264dd1","264dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,690,1,2022-11-28 18:40:18,13,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Once a month or less","Yes","A","C","B","C","B","B","B","B","C","C","C","B","B","C","D","B","B","B","C","B","C","C","B","B","B","B","C","C",11,"Female","Black or African American",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,3,3,2,4,5,7,6,6,12,100,194,1,2022-12-02 18:57:23,5,NA,5,6,4,5,7,5,2,5,2,4,1,2,4,7,6,6,"C","B","B","B","B","B","A","B","D","A","C","B","C","C","B","B","C","B","C","D0314",4,4,2,5,3,2,2,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,3,5,76,5,15,19,12,13,12,19,100,536,1,2022-11-30 18:59:02,7,7,4,4,7,1,5,5,6,4,7,7,6,3,3,7,2,5,"B","B","A","C","A","D","B","B","C","B","C","C","DO314",4,3,1,1,3,2,0,3,4,1,0,0,0,1,0,1,1,0,1,1,0,3,3,6,90,14,15,17,24,13,7,13
"26","F0358","375fd1","375fd2","ECT","POT","F",FALSE,FALSE,FALSE,100,487,1,2022-11-28 16:05:13,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Never","Yes","C","B","A","C","B","C","B","A","B","A","D","B","D","C","B","B","A","C","B","A","C","B","B","B","B","A","D","B",11,"Female","White",0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,4,3,2,3,6,6,7,5,12,100,542,1,2022-11-30 16:29:38,5,4,6,3,4,1,1,4,3,4,4,4,2,1,1,1,3,5,"C","C","B","C","A","B","B","C","A","C","B","C","C","B","D","B","B","B","B",NA,5,NA,NA,NA,NA,NA,NA,NA,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2,3,5,56,9,13,9,14,3,8,0,100,248,1,2022-12-02 16:24:47,1,4,3,2,4,1,1,2,2,5,5,5,7,1,1,1,1,5,"B","B","A","C","B","B","C","A","B","B","B","C","F0358",5,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,1,0,0,0,1,0,0,3,3,6,51,5,9,6,22,3,6,0
"27","C0369","159cd1","159cd2","ECT","POT","C",TRUE,TRUE,FALSE,100,1498,1,2022-11-28 17:50:54,12,"Male",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Every day","Yes","A","B","C","A","C","B","D","A","B","A","B","B","A","B","A","C","B","D","B","B","B","B","B","B","A","B","C","B",19,"Male","White",1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,5,4,5,6,10,10,9,11,20,100,771,1,2022-11-30 18:06:30,7,7,7,7,4,4,2,3,3,7,7,7,6,1,1,1,7,6,"A","B","A","A","C","B","B","A","B","C","B","A","C","B","C","B","B","A","B","C0369",4,NA,NA,NA,NA,NA,NA,NA,14,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,6,5,11,87,14,18,12,27,3,13,0,100,415,1,2022-12-02 18:01:00,7,7,7,7,4,4,3,3,5,7,7,7,7,1,1,1,7,4,"B","A",NA,"B","B","B","C","B","A","B","B","B","C0369",4,2,1,2,1,0,2,2,7,1,0,0,1,0,1,0,1,1,1,0,1,2,2,4,89,14,18,15,28,3,11,10
"28","D0370","222dd1","222dd2","POT","ECT","D",TRUE,FALSE,TRUE,100,1114,1,2022-11-28 17:44:14,12,"Female",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Once a month or less","Yes","A","B","A","B","C","A","B","D","B","C","B","B","A","B","C","C","B","A","B","A","B","B","B","B","C","C","C","B",17,"Female","White",1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,4,2,6,4,10,6,6,10,16,100,651,1,2022-12-02 18:04:29,3,3,4,5,4,2,2,3,4,4,6,6,6,1,4,3,3,3,"A","B","C","A","A","A","B","A","B","B","B","A","C","C","C","B","A","B","B","D0370",4,3,2,2,2,3,2,4,13,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,5,4,9,66,6,13,11,22,8,6,18,100,504,1,2022-11-30 18:01:31,2,4,2,1,5,1,1,4,5,6,6,5,4,1,1,1,5,5,"B","C",NA,"B","B","B","B","B","C","C","C","B","D0370",4,3,3,2,3,3,4,3,11,1,1,0,1,0,1,1,1,0,0,1,1,5,3,8,59,6,8,11,21,3,10,21
"29","E0381","307ed1","307ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,907,1,2022-11-28 17:40:55,12,"Female",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3-4 times a week","Yes","A","B","B","A","A","C","B","A","B","C","B","B","B","D","A","C","C","C","B","D","A","B","B","B","A","B","C","D",22,"Female","Black or African American",1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,7,5,4,5,11,10,12,9,21,100,469,1,2022-12-02 18:02:10,7,7,7,7,4,7,7,6,7,7,2,6,6,4,4,3,7,7,"A","B","B","A","A","A","B","A","B","B","B","A","C","B","C","B","C","A","B","E0381",5,NA,NA,NA,NA,NA,NA,NA,14,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,6,4,10,105,14,18,27,21,11,14,0,100,486,1,2022-11-30 18:01:23,6,7,7,7,7,7,6,5,6,6,7,7,6,3,2,2,7,7,"B","C",NA,"B","B","B","C","B","A","B","C","B","E0381",5,NA,NA,NA,NA,NA,NA,NA,10,1,1,0,1,0,1,0,1,1,1,1,1,1,4,5,105,13,21,24,26,7,14,0
"30","E0392","273ed1","273ed2","POT","ECT","E",FALSE,FALSE,FALSE,100,1281,1,2022-11-28 16:17:42,12,"Male",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Every day","Yes","D","B","C","A","A","B","D","A","D","D","B","B","D","D","B","C","C","A","A","B","D","B","D","A","A","B","D","B",11,"Male","Black or African American",0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,3,3,2,3,5,6,6,5,11,100,569,1,2022-12-02 16:29:58,7,6,6,7,5,4,6,7,4,7,6,6,7,1,4,7,5,7,"A","B","C","B","C","B","D","D","B","C","B","C","C","C","C","C","B","B","B","E0392",5,NA,NA,NA,NA,NA,NA,NA,9,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3,3,6,102,13,18,21,26,12,12,0,100,596,1,2022-11-30 16:30:33,6,5,6,6,5,NA,3,6,4,5,7,6,6,1,4,6,4,7,"B","D","A","B","A","B","A","B","C","B","D","B","E0392",5,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,1,1,1,0,1,0,1,0,1,5,4,9,87,11,17,13,24,11,11,0
